location,size,total_sqft,bath,price,bhk,price_per_sqft
Malleshwaram,3 BHK,1600.0,3.0,320.0,3,20000.0
Mallathahalli,2 Bedroom,1200.0,2.0,158.0,2,13166.666666666666
Indira Nagar,6 Bedroom,2480.0,4.0,1500.0,6,60483.87096774193
Jayamahal Extension,3 BHK,2500.0,3.0,540.0,3,21600.0
Devanahalli,5 Bedroom,2400.0,5.0,200.0,5,8333.333333333334
Sector 2 HSR Layout,2 BHK,1143.0,2.0,130.0,2,11373.578302712162
Kanakpura Road,2 BHK,1470.0,2.0,123.48,2,8400.0
Laxminarayana Layout,4 Bedroom,1584.0,3.0,290.0,4,18308.08080808081
Marathahalli,3 BHK,1785.0,3.0,188.0,3,10532.212885154062
Koramangala,3 BHK,2292.0,3.0,572.0,3,24956.369982547993
Kothanur,3 BHK,1460.0,3.0,142.0,3,9726.027397260274
Kasturi Nagar,3 BHK,1500.0,2.0,160.0,3,10666.666666666666
Yelahanka,5 Bedroom,1200.0,4.0,280.0,5,23333.333333333332
Sanjay nagar,5 BHK,3300.0,3.0,500.0,5,15151.515151515152
Chikkalasandra,2 BHK,1230.0,2.0,96.0,2,7804.878048780488
Yelahanka New Town,1 BHK,650.0,1.0,40.0,1,6153.846153846154
Benson Town,2 BHK,1480.0,2.0,240.0,2,16216.216216216217
Thanisandra,2 BHK,1220.0,2.0,87.84,2,7200.0
Dooravani Nagar,3 BHK,1570.0,3.0,230.0,3,14649.68152866242
Sadashiva Nagar,3 BHK,3000.0,3.0,800.0,3,26666.666666666668
Mallasandra,3 BHK,1665.0,3.0,173.82,3,10439.63963963964
Banagiri Nagar,3 Bedroom,1350.0,3.0,760.0,3,56296.2962962963
Sarjapur  Road,4 Bedroom,4000.0,5.0,1200.0,4,30000.0
Ramamurthy Nagar,2 Bedroom,1100.0,2.0,136.0,2,12363.636363636364
Kathriguppe,3 BHK,1350.0,2.0,174.02,3,12890.37037037037
Kasavanhalli,3 BHK,1719.0,3.0,232.0,3,13496.218731820825
Budigere,1 BHK,664.0,1.0,70.0,1,10542.168674698794
Sonnenahalli,2 BHK,1011.0,2.0,101.06,2,9996.043521266074
Akshya Nagar,6 Bedroom,2400.0,6.0,260.0,6,10833.333333333334
Basaveshwara Nagar Yelahanka,3 BHK,1680.0,3.0,170.0,3,10119.047619047618
Yeshwanthpur,2 BHK,717.0,2.0,98.95,2,13800.557880055789
Thyagaraja Nagar,4 Bedroom,700.0,4.0,220.0,4,31428.571428571428
Whitefield,3 BHK,1520.0,2.0,300.0,3,19736.842105263157
Uttarahalli,3 BHK,1350.0,2.0,106.0,3,7851.851851851852
Kothanur,3 BHK,1760.0,3.0,300.0,3,17045.454545454544
Pattandur Agrahara,2 BHK,875.0,2.0,66.0,2,7542.857142857143
Hennur,2 BHK,1231.0,2.0,96.0,2,7798.537774167344
Somasundara Palya,2 BHK,1174.0,2.0,148.0,2,12606.473594548552
Munnekollal,3 BHK,1560.0,3.0,150.0,3,9615.384615384615
HOSUR MAIN ROAD,2 BHK,1464.0,2.0,112.0,2,7650.273224043716
Kanakpura Road,3 Bedroom,2200.0,3.0,260.0,3,11818.181818181818
Shivaji Nagar,2 BHK,850.0,2.0,110.0,2,12941.176470588236
Sahyadri Layout,3 BHK,1750.0,3.0,360.0,3,20571.428571428572
1st Phase JP Nagar,3 BHK,2024.0,3.0,314.0,3,15513.833992094862
Mathikere SBM colony,2 Bedroom,1500.0,1.0,320.0,2,21333.333333333332
"white field,kadugodi",6 Bedroom,2100.0,6.0,550.0,6,26190.47619047619
Kodihalli,3 BHK,2408.0,4.0,520.0,3,21594.68438538206
Devanahalli,2 BHK,1080.0,2.0,88.0,2,8148.148148148148
Indira Nagar,3 BHK,2070.0,3.0,450.0,3,21739.130434782608
Electronic City,2 BHK,1020.0,2.0,58.92,2,5776.470588235294
Begur Road,3 BHK,1500.0,2.0,110.0,3,7333.333333333333
Mahalakshmi Layout,4 Bedroom,1575.0,5.0,316.0,4,20063.492063492064
Kodichikkanahalli,4 Bedroom,3250.0,4.0,360.0,4,11076.923076923076
Uttarahalli,2 BHK,1175.0,2.0,94.0,2,8000.0
Channasandra,2 BHK,1030.0,2.0,69.0,2,6699.0291262135925
Hebbal,2 BHK,1440.0,2.0,230.0,2,15972.222222222223
Hoodi,2 BHK,1500.0,2.0,168.0,2,11200.0
Thanisandra,1 Bedroom,1380.0,1.0,124.2,1,9000.0
Bagalur,2 BHK,1200.0,2.0,100.0,2,8333.333333333334
Vinayak Nagar,1 BHK,705.0,1.0,73.0,1,10354.609929078015
Harlur,3 BHK,2240.0,5.0,310.0,3,13839.285714285714
Hegde Nagar,3 BHK,1584.01,3.0,206.0,3,13004.968402977254
P Krishnappa Layout,3 BHK,1340.0,3.0,154.0,3,11492.537313432837
Green Garden Layout,3 BHK,1800.0,3.0,140.0,3,7777.777777777777
R.T. Nagar,2 BHK,1200.0,2.0,90.0,2,7500.0
Sarjapur  Road,1 BHK,685.0,1.0,80.0,1,11678.83211678832
Kalkere,2 BHK,925.0,2.0,84.0,2,9081.081081081082
Crimson Layout,2 BHK,1230.0,2.0,114.0,2,9268.292682926829
Manjunath Nagar,5 Bedroom,1200.0,5.0,370.0,5,30833.333333333332
Kodichikkanahalli,2 BHK,1125.0,2.0,104.0,2,9244.444444444445
Hebbal,2 BHK,1100.0,2.0,108.0,2,9818.181818181818
Jigani,3 Bedroom,2400.0,3.0,298.0,3,12416.666666666666
Electronic City Phase II,3 BHK,1400.0,2.0,83.16,3,5940.0
Uttarahalli,7 Bedroom,1200.0,7.0,450.0,7,37500.0
Jakkur,3 BHK,1858.0,3.0,196.6,3,10581.270182992464
Adityanagar,1 Bedroom,1260.0,1.0,82.0,1,6507.936507936508
Ambedkar Nagar,4 BHK,3530.0,4.0,580.0,4,16430.594900849857
HSR Layout,2 BHK,1185.0,2.0,120.0,2,10126.582278481013
RMV 2nd Stage,2 Bedroom,1200.0,2.0,432.0,2,36000.0
Hennur,2 BHK,1255.0,2.0,116.0,2,9243.027888446215
Rajaji Nagar,4 BHK,3436.0,6.0,950.0,4,27648.428405122235
Kudlu Gate,3 BHK,1335.0,3.0,178.0,3,13333.333333333334
Dodda Nekkundi,3 BHK,1999.0,3.0,264.0,3,13206.603301650825
Kanaka Nagar,2 Bedroom,1200.0,2.0,250.0,2,20833.333333333332
Kundalahalli,3 BHK,1397.0,3.0,220.0,3,15748.031496062993
Jigani,10 Bedroom,1200.0,10.0,210.0,10,17500.0
Cooke Town,4 BHK,3950.0,4.0,900.0,4,22784.810126582277
Yelahanka New Town,2 Bedroom,1200.0,2.0,260.0,2,21666.666666666668
Chikka Tirupathi,3 Bedroom,1616.0,3.0,190.0,3,11757.425742574258
Banashankari Stage III,8 Bedroom,1200.0,7.0,700.0,8,58333.333333333336
Hanumantha Nagar,4 Bedroom,1270.0,2.0,350.0,4,27559.055118110235
Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,77.1,2,6763.157894736842
Kanakpura Road,1 BHK,525.0,1.0,60.0,1,11428.57142857143
Varthur,3 Bedroom,1200.0,2.0,196.0,3,16333.333333333334
Bagalakunte,1 Bedroom,700.0,1.0,324.0,1,46285.71428571428
Balagere,2 BHK,1205.47,2.0,162.0,2,13438.741735588608
T Dasarahalli,3 Bedroom,1200.0,3.0,260.0,3,21666.666666666668
Electronic City,3 BHK,1700.0,3.0,150.0,3,8823.529411764706
Thanisandra,5 Bedroom,750.0,4.0,124.0,5,16533.333333333332
Kanakpura Road,2 BHK,1090.0,2.0,109.08,2,10007.339449541285
Yeshwanthpur,4 BHK,3600.0,5.0,440.0,4,12222.222222222223
Kundalahalli,1 BHK,2400.0,1.0,1300.0,1,54166.666666666664
Thanisandra,1 BHK,923.0,1.0,121.68,1,13183.098591549297
Muthurayya Swamy Layout,4 BHK,3595.0,6.0,720.0,4,20027.816411682892
Green Glen Layout,2 BHK,1050.0,2.0,96.0,2,9142.857142857143
Whitefield,2 BHK,1495.0,2.0,159.0,2,10635.451505016723
Narayanapura,3 BHK,1485.0,3.0,170.0,3,11447.811447811448
Dommasandra,3 BHK,1033.0,2.0,63.0,3,6098.741529525653
Electronic City,3 BHK,1400.0,2.0,96.0,3,6857.142857142857
Indira Nagar,1 Bedroom,500.0,1.0,140.0,1,28000.0
Sarjapur  Road,2 BHK,944.0,2.0,70.0,2,7415.254237288135
Whitefield,5 Bedroom,3250.0,5.0,580.0,5,17846.153846153848
Whitefield,2 BHK,1216.0,2.0,132.96,2,10934.21052631579
Thirumenahalli,2 BHK,1100.0,2.0,79.0,2,7181.818181818182
Thanisandra,3 BHK,1743.0,3.0,186.5,3,10699.94262765347
Yelahanka,2 BHK,1274.0,2.0,96.84,2,7601.2558869701725
Lavelle Road,3 BHK,2500.0,3.0,850.0,3,34000.0
Mysore Road,3 BHK,1512.0,2.0,220.0,3,14550.26455026455
Dollars Colony,4 BHK,3100.0,5.0,770.0,4,24838.709677419356
Cox Town,3 BHK,1650.0,3.0,200.0,3,12121.212121212122
Doddathoguru,3 BHK,1875.0,3.0,110.0,3,5866.666666666667
Whitefield,3 BHK,1350.0,3.0,108.0,3,8000.0
Rajiv Gandhi Nagar,2 BHK,1219.0,2.0,80.0,2,6562.756357670221
Goraguntepalya,4 Bedroom,1200.0,4.0,300.0,4,25000.0
Sarjapura - Attibele Road,3 Bedroom,2400.0,3.0,170.0,3,7083.333333333333
Hormavu,2 BHK,1141.0,2.0,88.8,2,7782.646801051709
Anandapura,2 BHK,1151.0,2.0,86.2,2,7489.139878366637
Bommenahalli,3 Bedroom,832.0,3.0,154.0,3,18509.615384615383
Sarjapur  Road,2 BHK,915.0,2.0,76.0,2,8306.010928961749
Rajankunte,3 Bedroom,3259.0,3.0,540.0,3,16569.499846578707
Bannerghatta Road,2 BHK,1115.0,2.0,130.24,2,11680.717488789238
Thigalarapalya,3 BHK,2072.0,4.0,278.0,3,13416.988416988417
Kaggadasapura,2 BHK,1200.0,2.0,106.0,2,8833.333333333334
Singasandra,2 BHK,1300.0,2.0,130.0,2,10000.0
Bellandur,2 BHK,1457.0,2.0,170.0,2,11667.810569663692
Kannamangala,2 BHK,1262.0,2.0,110.0,2,8716.323296354993
BEML Layout,4 Bedroom,1196.0,3.0,300.0,4,25083.61204013378
Ananth Nagar,2 BHK,900.0,2.0,45.0,2,5000.0
Attibele,1 BHK,420.0,1.0,34.0,1,8095.238095238095
Kanakapura,2 BHK,1160.0,2.0,92.78,2,7998.275862068966
Kasavanhalli,2 BHK,1115.0,2.0,100.0,2,8968.609865470851
JP Nagar,3 BHK,1315.0,2.0,170.8,3,12988.593155893535
Babusapalaya,2 BHK,1500.0,2.0,114.0,2,7600.0
HSR Layout,2 BHK,1127.0,2.0,136.0,2,12067.435669920142
Kundalahalli,3 BHK,1397.0,3.0,208.0,3,14889.047959914102
Whitefield,2 BHK,1173.0,2.0,120.0,2,10230.179028132992
Sompura,2 BHK,1090.0,2.0,56.0,2,5137.614678899083
Sarjapur  Road,3 BHK,2720.0,5.0,420.0,3,15441.176470588236
Jakkur,2 BHK,1230.0,2.0,152.0,2,12357.723577235773
6th Block Rajaji Nagar,4 BHK,3200.0,3.0,380.0,4,11875.0
Sarjapur  Road,2 BHK,858.0,2.0,63.14,2,7358.974358974359
Talaghattapura,3 BHK,1868.0,3.0,242.0,3,12955.032119914347
Uttarahalli,3 BHK,1689.28,3.0,182.4,3,10797.49952642546
Vishwapriya Layout,4 BHK,600.0,3.0,146.0,4,24333.333333333332
Banashankari,3 BHK,1425.0,3.0,99.76,3,7000.701754385965
Subramanyapura,6 Bedroom,1200.0,6.0,340.0,6,28333.333333333332
Tindlu,2 Bedroom,1350.0,2.0,200.0,2,14814.814814814816
Channasandra,6 Bedroom,4200.0,6.0,360.0,6,8571.42857142857
Uttarahalli,3 BHK,1310.0,2.0,170.0,3,12977.099236641221
MLA Layout,2 BHK,970.0,2.0,80.0,2,8247.422680412372
Kundalahalli,3 BHK,1397.0,3.0,216.0,3,15461.703650680029
Sarjapur,2 BHK,1157.0,2.0,80.0,2,6914.433880726016
Kasavanhalli,2 BHK,1125.0,2.0,122.4,2,10880.0
Sonnenahalli,2 BHK,1157.0,2.0,84.0,2,7260.155574762316
Sarjapur  Road,2 BHK,1241.0,2.0,164.0,2,13215.14907332796
Binny Pete,1 BHK,660.0,1.0,124.0,1,18787.878787878788
Marathahalli,4 BHK,4000.0,4.0,440.0,4,11000.0
Rajiv Nagar,4 BHK,2340.0,4.0,296.0,4,12649.57264957265
Venkatadri Layout,1 BHK,596.0,1.0,84.0,1,14093.959731543624
Koramangala Industrial Layout,16 BHK,10000.0,16.0,1100.0,16,11000.0
Kyalasanahalli,4 Bedroom,1200.0,4.0,220.0,4,18333.333333333332
Ambedkar Colony,3 BHK,1910.0,3.0,380.0,3,19895.287958115183
Brookefield,2 BHK,1139.0,2.0,160.0,2,14047.41000877963
Thigalarapalya,4 BHK,3122.0,5.0,450.0,4,14413.83728379244
Sarjapura - Attibele Road,2 BHK,1033.0,2.0,56.82,2,5500.484027105518
Yeshwanthpur,2 BHK,1168.0,2.0,128.16,2,10972.602739726028
Chandapura,2 BHK,877.0,2.0,84.0,2,9578.107183580387
Electronics City Phase 1,2 BHK,1340.0,2.0,150.0,2,11194.029850746268
B Narayanapura,3 BHK,1405.0,2.0,140.0,3,9964.4128113879
Siddapura,3 BHK,1800.0,3.0,130.0,3,7222.222222222223
 Devarabeesana Halli,3 BHK,1750.0,3.0,298.0,3,17028.571428571428
Motappa Layout,3 BHK,1360.0,2.0,130.0,3,9558.823529411764
Malleshwaram,3 Bedroom,675.0,2.0,296.0,3,43851.851851851854
Byrasandra,2 BHK,985.0,2.0,126.0,2,12791.878172588833
Victoria Layout,2 BHK,1300.0,2.0,258.0,2,19846.153846153848
7th Phase JP Nagar,3 BHK,1850.0,3.0,300.0,3,16216.216216216217
Rustam Bagh Layout,3 BHK,1490.0,2.0,176.0,3,11812.080536912752
Byagadadhenahalli,2 BHK,620.0,1.0,50.0,2,8064.5161290322585
Hormavu,2 BHK,1130.0,2.0,84.6,2,7486.725663716814
Yelachenahalli,2 BHK,1080.0,2.0,110.0,2,10185.185185185184
Singasandra,4 BHK,3126.0,4.0,240.0,4,7677.543186180423
Begur Road,3 BHK,1410.0,2.0,104.34,3,7400.0
Bommanahalli,3 BHK,1375.0,3.0,118.0,3,8581.818181818182
Hennur Road,3 BHK,1290.0,2.0,189.0,3,14651.162790697674
Hosa Road,3 BHK,1318.0,2.0,170.56,3,12940.81942336874
Electronic City,2 BHK,1128.0,2.0,136.0,2,12056.737588652482
Meenakunte,4 Bedroom,4428.0,4.0,510.0,4,11517.615176151761
Kanakpura Road,2 BHK,1051.0,2.0,113.48,2,10797.335870599429
Kengeri,3 Bedroom,3500.0,5.0,550.0,3,15714.285714285714
Kannamangala,4 Bedroom,2400.0,4.0,260.0,4,10833.333333333334
Yelahanka,2 BHK,1327.0,2.0,170.0,2,12810.85154483798
Thigalarapalya,4 BHK,2912.0,6.0,420.0,4,14423.076923076924
Basapura,2 BHK,1301.0,2.0,110.0,2,8455.034588777864
Thippasandra,1 BHK,650.0,1.0,60.0,1,9230.76923076923
Varthur,3 Bedroom,1200.0,3.0,135.5,3,11291.666666666666
Banagiri Nagar,3 BHK,1500.0,2.0,179.98,3,11998.666666666666
Kumara Park,4 Bedroom,2700.0,6.0,1350.0,4,50000.0
Nagadevanahalli,4 Bedroom,1350.0,4.0,290.0,4,21481.48148148148
Electronic City Phase II,2 BHK,1000.0,2.0,57.76,2,5776.0
Sarjapur  Road,2 BHK,984.0,2.0,91.82,2,9331.30081300813
Jakkur,3 BHK,1819.18,3.0,320.0,3,17590.34290174694
Nagarbhavi,1 Bedroom,900.0,1.0,350.0,1,38888.88888888889
Hebbal,3 BHK,1355.0,3.0,167.74,3,12379.335793357934
Sarakki Nagar,3 BHK,2145.0,4.0,540.0,3,25174.825174825175
Malleshwaram,3 BHK,2475.0,4.0,600.0,3,24242.424242424244
Kaggadasapura,2 BHK,1118.0,2.0,60.0,2,5366.7262969588555
Roopena Agrahara,1 BHK,910.0,1.0,84.0,1,9230.76923076923
Madiwala,3 BHK,1250.0,3.0,78.0,3,6240.0
Hosakerehalli,2 BHK,1304.0,2.0,200.0,2,15337.423312883435
Begur Road,3 BHK,1615.0,3.0,116.0,3,7182.66253869969
Sarjapur  Road,2 BHK,1400.0,2.0,136.0,2,9714.285714285714
CV Raman Nagar,2 BHK,1070.0,2.0,95.0,2,8878.504672897196
Hebbal,3 BHK,3500.0,3.0,790.0,3,22571.428571428572
Hoodi,2 BHK,1132.0,2.0,178.74,2,15789.752650176679
Rajarajeshwari Nagara,3 BHK,2000.0,3.0,170.0,3,8500.0
Hebbal,7 Bedroom,2400.0,5.0,1100.0,7,45833.333333333336
Sector 2 HSR Layout,1 BHK,794.0,1.0,130.0,1,16372.7959697733
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,87.18,2,7998.165137614679
Gottigere,3 BHK,1500.0,3.0,140.0,3,9333.333333333334
1st Phase JP Nagar,3 BHK,2059.0,3.0,450.0,3,21855.269548324428
Kanakpura Road,1 BHK,525.0,1.0,60.0,1,11428.57142857143
Bhoganhalli,2 BHK,1447.0,2.0,151.94,2,10500.345542501727
Whitefield,2 BHK,1269.0,2.0,150.0,2,11820.33096926714
KR Layout,4 Bedroom,4800.0,4.0,1400.0,4,29166.666666666668
Kanakpura Road,2 BHK,1070.0,2.0,74.9,2,7000.000000000001
Talaghattapura,2 BHK,1150.0,2.0,56.0,2,4869.565217391304
Marathahalli,2 BHK,1208.0,2.0,140.0,2,11589.403973509934
Ramamurthy Nagar,2 BHK,1185.0,2.0,91.0,2,7679.324894514768
Laggere,3 Bedroom,1200.0,3.0,260.0,3,21666.666666666668
Anekal,2 BHK,888.0,2.0,68.0,2,7657.657657657658
Chandapura,2 BHK,1015.0,2.0,51.76,2,5099.507389162562
Celebrity Paradise Layout,1 BHK,532.0,1.0,44.98,1,8454.887218045113
St Thomas Town,3 BHK,1060.0,3.0,124.0,3,11698.11320754717
Electronic City,1 BHK,700.0,1.0,70.0,1,10000.0
Ckikkakammana Halli,2 BHK,902.0,2.0,84.0,2,9312.638580931263
Banashankari 2nd Stage,6 Bedroom,600.0,3.0,190.0,6,31666.666666666668
Uttarahalli,2 BHK,1175.0,2.0,94.0,2,8000.0
Binny Pete,2 BHK,1365.0,2.0,244.0,2,17875.457875457876
Doddathoguru,2 BHK,984.0,2.0,102.0,2,10365.853658536585
Hebbal,4 Bedroom,2700.0,2.0,200.0,4,7407.407407407408
Jalahalli East,3 BHK,1475.0,3.0,192.0,3,13016.949152542373
Haralur Road,2 BHK,1300.0,2.0,158.0,2,12153.846153846154
5th Block Hbr Layout,5 Bedroom,1200.0,6.0,440.0,5,36666.666666666664
Babusapalaya,3 BHK,1453.0,2.0,87.18,3,6000.0
Munivenkatppa Layout,2 BHK,1550.0,2.0,320.0,2,20645.16129032258
Akshaya Nagar,3 BHK,1666.0,3.0,190.0,3,11404.561824729892
Akshaya Nagar,4 Bedroom,1410.0,4.0,320.0,4,22695.03546099291
Yelahanka,4 Bedroom,4025.0,5.0,1600.0,4,39751.55279503106
Murugeshpalya,3 BHK,1845.0,3.0,182.0,3,9864.49864498645
Sarjapura - Attibele Road,3 BHK,1676.0,3.0,104.0,3,6205.250596658711
Uttarahalli,2 BHK,1137.0,2.0,126.0,2,11081.794195250659
Electronic City,3 BHK,1360.0,2.0,141.0,3,10367.64705882353
Vijaya Bank Layout,3 BHK,1374.0,2.0,140.0,3,10189.228529839884
Judicial Layout,3 Bedroom,1700.0,3.0,310.0,3,18235.29411764706
Whitefield,5 Bedroom,3227.0,5.0,500.0,5,15494.267121165169
Ferrar Nagar,4 BHK,2145.0,4.0,250.0,4,11655.011655011655
Koramangala,4 Bedroom,2400.0,6.0,1200.0,4,50000.0
Kasavanhalli,3 BHK,2170.0,3.0,302.0,3,13917.05069124424
Bank Of Baroda Colony,2 BHK,1080.0,2.0,110.0,2,10185.185185185184
Electronic City Phase II,3 BHK,1790.0,3.0,200.0,3,11173.184357541899
Doddathoguru,1 BHK,550.0,1.0,34.0,1,6181.818181818182
Poorna Pragna Layout,3 BHK,1270.0,2.0,101.58,3,7998.425196850394
Somasundara Palya,2 BHK,1033.0,2.0,96.0,2,9293.320425943853
Kamala Nagar,2 Bedroom,1000.0,2.0,160.0,2,16000.0
Binny Pete,4 BHK,2940.0,6.0,560.0,4,19047.619047619046
Kumarapalli,2 BHK,1240.0,2.0,105.2,2,8483.870967741936
Kasturi Nagar,5 Bedroom,1650.0,5.0,900.0,5,54545.454545454544
Kambipura,2 BHK,883.0,2.0,78.0,2,8833.52208380521
Outer Ring Road East,3 BHK,1500.0,2.0,194.0,3,12933.333333333334
Marathahalli,3 BHK,1730.0,3.0,278.0,3,16069.364161849711
Kasavanhalli,3 BHK,1915.0,3.0,160.0,3,8355.09138381201
Whitefield,3 BHK,1545.0,3.0,158.0,3,10226.53721682848
Marenahalli,3 BHK,1865.0,4.0,280.0,3,15013.404825737265
Hebbal Kempapura,2 BHK,1150.0,2.0,80.0,2,6956.521739130435
HAL 3rd Stage,2 BHK,1200.0,2.0,98.0,2,8166.666666666667
Kengeri,2 BHK,963.0,2.0,80.0,2,8307.372793354101
Marsur,3 Bedroom,1200.0,3.0,240.0,3,20000.0
Basavangudi,4 BHK,2600.0,4.0,520.0,4,20000.0
Kaikondrahalli,4 BHK,1700.0,4.0,216.0,4,12705.882352941177
Lingadheeranahalli,3 BHK,1682.0,3.0,240.0,3,14268.72770511296
Yelahanka,3 BHK,1371.0,2.0,130.0,3,9482.129832239241
Hennur Road,2 BHK,901.0,2.0,99.0,2,10987.791342952276
Vishwapriya Layout,7 Bedroom,600.0,7.0,146.0,7,24333.333333333332
Ambalipura,3 BHK,1730.0,3.0,240.0,3,13872.832369942196
Konanakunte,4 Bedroom,1200.0,4.0,250.0,4,20833.333333333332
EPIP Zone,3 BHK,1500.0,3.0,204.0,3,13600.0
Sarjapur  Road,4 BHK,3785.0,6.0,560.0,4,14795.244385733156
Nagawara Junction,4 BHK,3500.0,4.0,490.0,4,14000.0
Lingarajapuram,2 BHK,1203.0,2.0,119.72,2,9951.787198669992
Horamavu Banaswadi,2 BHK,1357.0,2.0,108.0,2,7958.732498157701
Vasantha Vallabha Nagar,3 BHK,1600.0,3.0,152.0,3,9500.0
Yelahanka New Town,1 BHK,350.0,1.0,27.0,1,7714.285714285715
Varthur,3 BHK,1665.0,3.0,106.0,3,6366.3663663663665
Ramamurthy Nagar,3 Bedroom,1400.0,3.0,400.0,3,28571.428571428572
Sarjapur  Road,1 BHK,835.0,1.0,93.9,1,11245.508982035928
Chandra Layout,2 Bedroom,815.0,3.0,320.0,2,39263.8036809816
Haralur Road,3 BHK,1444.0,2.0,160.0,3,11080.3324099723
Kanakapura,2 BHK,1277.0,2.0,110.0,2,8613.938919342208
Lingadheeranahalli,3 BHK,1521.0,3.0,189.42,3,12453.648915187377
Maithri Layout,2 BHK,1134.0,2.0,80.0,2,7054.673721340388
Vasanthapura,2 BHK,995.0,2.0,69.64,2,6998.994974874372
Old Madras Road,3 BHK,2760.0,5.0,314.0,3,11376.811594202898
Marathahalli,2 BHK,1325.0,1.0,184.0,2,13886.792452830188
Kothanur,6 Bedroom,4000.0,6.0,300.0,6,7500.0
Marathahalli,3 BHK,1525.0,3.0,180.0,3,11803.27868852459
Raja Rajeshwari Nagar 5th Stage,3 BHK,1320.0,2.0,146.0,3,11060.60606060606
Electronics City Phase 1,1 BHK,650.0,1.0,46.0,1,7076.923076923077
Old Airport Road,3 BHK,1858.0,2.0,334.0,3,17976.31862217438
Electronic City,2 BHK,1150.0,2.0,76.0,2,6608.695652173913
Electronic City Phase II,2 BHK,769.0,2.0,80.0,2,10403.120936280884
Electronic City,3 BHK,1571.0,3.0,210.0,3,13367.28198599618
Hennur Road,3 BHK,1445.0,3.0,173.12,3,11980.622837370242
Hosur Road,3 BHK,1590.0,2.0,270.0,3,16981.132075471698
Bommasandra,2 BHK,902.0,2.0,98.0,2,10864.745011086474
Sarjapur,3 Bedroom,2238.0,3.0,280.0,3,12511.170688114387
Electronic City,2 BHK,1090.0,2.0,62.98,2,5777.981651376147
Yelahanka,3 BHK,1712.0,3.0,164.0,3,9579.43925233645
Haralur Road,2 BHK,1088.0,2.0,136.0,2,12500.0
Somasundara Palya,3 BHK,1575.0,3.0,126.2,3,8012.6984126984125
Nanjappa Garden,6 Bedroom,2150.0,6.0,410.0,6,19069.767441860466
Kundalahalli,3 BHK,1920.0,3.0,300.0,3,15625.0
Margondanahalli,2 Bedroom,1000.0,2.0,114.0,2,11400.0
Chennammana Kere,2 BHK,1100.0,2.0,112.2,2,10200.0
Electronic City,2 BHK,1089.0,2.0,90.0,2,8264.462809917355
Horamavu Agara,2 BHK,1106.0,2.0,86.18,2,7792.043399638336
Kengeri,2 BHK,927.0,2.0,74.0,2,7982.740021574973
Kanakpura Road,2 BHK,1339.0,2.0,116.0,2,8663.18147871546
Thanisandra,1 BHK,923.0,1.0,91.38,1,9900.32502708559
Sarjapur  Road,3 Bedroom,2900.0,3.0,570.0,3,19655.172413793105
Lakshminarayana Pura,2 BHK,1175.0,2.0,150.0,2,12765.95744680851
Thubarahalli,2 BHK,975.0,2.0,110.0,2,11282.051282051281
Hebbal,3 BHK,2400.0,4.0,360.0,3,15000.0
Subramanyapura,3 BHK,1330.0,3.0,144.0,3,10827.067669172933
Thanisandra,2 BHK,1183.0,2.0,119.48,2,10099.746407438715
Harlur,3 BHK,1758.0,3.0,266.0,3,15130.830489192263
Nagarbhavi,3 Bedroom,1200.0,3.0,530.0,3,44166.666666666664
Hebbal,3 BHK,1255.0,2.0,155.36,3,12379.282868525897
Nagadevanahalli,3 Bedroom,600.0,4.0,220.0,3,36666.666666666664
Pai Layout,2 BHK,1100.0,2.0,100.0,2,9090.90909090909
Ramamurthy Nagar,2 BHK,1170.0,2.0,93.6,2,8000.0
Vayunandana Layout,5 Bedroom,2400.0,5.0,240.0,5,10000.0
Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,103.54,3,6767.320261437909
Hebbal,2 BHK,1420.0,2.0,214.0,2,15070.422535211268
Geetanjali Layout,4 Bedroom,1200.0,4.0,600.0,4,50000.0
7th Phase JP Nagar,6 Bedroom,1045.0,6.0,320.0,6,30622.00956937799
Kanakpura Road,3 BHK,1591.0,3.0,230.0,3,14456.316781898176
7th Phase JP Nagar,3 BHK,1680.0,3.0,240.0,3,14285.714285714286
Kenchenhalli,2 Bedroom,675.0,3.0,104.0,2,15407.407407407407
Hoodi,2 BHK,1055.0,2.0,115.26,2,10925.118483412321
Iblur Village,3 BHK,1918.0,3.0,258.0,3,13451.511991657977
Sarjapur  Road,2 BHK,1280.0,2.0,152.0,2,11875.0
Nagarbhavi,3 BHK,1560.0,3.0,132.0,3,8461.538461538461
Sarjapur  Road,2 BHK,1145.0,2.0,99.0,2,8646.288209606986
Talaghattapura,3 BHK,2106.0,3.0,252.0,3,11965.811965811965
"EPIP AREA, WHITEFIELD",3 BHK,1801.0,3.0,278.0,3,15435.868961687951
Seegehalli,5 Bedroom,1200.0,5.0,240.0,5,20000.0
Rajaji Nagar,2 BHK,1718.0,3.0,576.0,2,33527.35739231665
Whitefield,3 BHK,1306.0,3.0,109.3,3,8369.06584992343
Hebbal,2 BHK,1320.0,2.0,184.0,2,13939.39393939394
1st Stage Domlur,3 BHK,1350.0,2.0,130.0,3,9629.62962962963
"RMV extension stage 2, rmv extension",4 BHK,2990.0,4.0,648.0,4,21672.240802675584
Kalyan nagar,4 BHK,3800.0,5.0,600.0,4,15789.473684210527
Bannerghatta Road,3 BHK,1344.0,2.0,84.0,3,6250.0
